,Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Female 0 - 4,Female 5 - 11,Female 12 - 17,Female 18 - 59,Female 60,Female other,Female total,Male 0 - 4,Male 5 - 11,Male 12 - 17,Male 18 - 59,Male 60,Male other,Male total
29433,2010,Dem. Rep. of the Congo,COD,Namibia,NAM,81,95,88,202,6,0,472,75,110,50,323,5,0,563
33618,2011,Burundi,BDI,Eswatini,SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33711,2011,Russian Federation,RUS,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32344,2011,Myanmar,MMR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31207,2011,South Africa,ZAF,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,5,0,0,5
32945,2011,Bhutan,BTN,Nepal,NPL,2252,3138,3378,15176,1818,1144,26906,2320,3329,3617,15430,2249,1144,28089
31156,2011,Burundi,BDI,Botswana,BWA,5,7,7,10,0,0,29,5,6,0,44,0,0,55
32418,2011,Afghanistan,AFG,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31124,2011,Myanmar,MMR,Bangladesh,BGD,281,449,352,851,39,0,1972,281,471,344,717,40,0,1853
31675,2011,Myanmar,MMR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31787,2011,India,IND,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32102,2011,China,CHN,Germany,DEU,43,146,117,1176,66,0,1548,46,149,135,1671,90,0,2091
31699,2011,Somalia,SOM,Djibouti,DJI,985,1552,1247,5096,166,0,9046,1019,1615,1020,6510,216,0,10380
32883,2011,Afghanistan,AFG,Morocco,MAR,0,0,0,0,0,0,0,0,0,0,8,0,0,8
33115,2011,Ghana,GHA,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32420,2011,Algeria,DZA,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32940,2011,Rwanda,RWA,Namibia,NAM,0,5,13,31,0,0,49,5,11,10,27,0,0,53
31111,2011,Equatorial Guinea,GNQ,Benin,BEN,0,0,0,5,0,0,5,0,6,0,0,0,0,6
33518,2011,Bolivia (Plurinational State of),BOL,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33787,2011,Lao People's Dem. Rep.,LAO,Switzerland,CHE,0,0,0,0,0,63,63,0,0,0,0,0,94,94
33243,2011,Haiti,HTI,Panama,PAN,0,0,0,5,0,0,5,0,0,0,8,0,0,8
32430,2011,Belarus,BLR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32862,2011,Kenya,KEN,Malaysia,MYS,0,0,0,0,0,0,0,0,0,5,0,0,0,5
33975,2011,Dem. Rep. of the Congo,COD,Ukraine,UKR,0,0,0,6,0,0,6,0,0,0,6,0,0,6
31549,2011,Israel,ISR,Costa Rica,CRI,0,0,0,7,0,0,7,0,0,0,9,0,0,9
32964,2011,Belarus,BLR,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33780,2011,Iraq,IRQ,Switzerland,CHE,93,142,97,388,23,1055,1798,86,149,115,963,18,1226,2557
32767,2011,Russian Federation,RUS,Latvia,LVA,0,0,0,0,0,0,0,0,0,0,9,0,0,9
31785,2011,Croatia,HRV,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31064,2011,Dem. People's Rep. of Korea,PRK,Belgium,BEL,0,0,0,0,0,13,13,0,0,0,0,0,18,18
30733,2011,Dem. Rep. of the Congo,COD,Angola,AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30879,2011,Mauritania,MRT,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30830,2011,Algeria,DZA,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32052,2011,United Rep. of Tanzania,TZA,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31175,2011,Bolivia (Plurinational State of),BOL,Brazil,BRA,5,5,13,28,0,0,51,0,6,7,48,8,0,69
31969,2011,Bhutan,BTN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33381,2011,Liberia,LBR,Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31916,2011,Sierra Leone,SLE,France,FRA,0,0,0,0,0,151,151,0,0,0,0,0,269,269
33398,2011,Burundi,BDI,South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33906,2011,Cote d'Ivoire,CIV,Tunisia,TUN,0,0,0,5,0,0,5,0,0,0,19,0,0,19
31986,2011,Czechia,CZE,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32403,2011,Rwanda,RWA,India,IND,0,0,0,0,0,0,0,0,0,5,0,0,0,5
34124,2011,Nicaragua,NIC,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33710,2011,Romania,ROU,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32260,2011,Iran (Islamic Rep. of),IRN,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32706,2011,Ghana,GHA,Libya,LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32768,2011,Somalia,SOM,Latvia,LVA,0,0,0,0,0,0,0,0,0,0,7,0,0,7
31436,2011,Burundi,BDI,Central African Rep.,CAF,0,9,0,0,0,0,9,0,0,0,9,0,0,9
31442,2011,Cote d'Ivoire,CIV,Central African Rep.,CAF,0,0,5,0,0,0,5,0,0,0,6,0,0,6
32630,2011,Ethiopia,ETH,Japan,JPN,0,0,0,0,0,6,6,0,0,0,0,0,5,5
31734,2011,Syrian Arab Rep.,SYR,Ecuador,ECU,0,0,0,5,0,0,5,0,0,0,6,0,0,6
32000,2011,Cote d'Ivoire,CIV,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33997,2011,Turkey,TUR,Ukraine,UKR,0,0,0,0,0,0,0,0,9,0,0,0,0,9
32992,2011,Iran (Islamic Rep. of),IRN,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32318,2011,Albania,ALB,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34008,2011,Russian Federation,RUS,Uruguay,URY,0,0,0,0,0,0,0,0,0,0,11,0,0,11
33378,2011,Iran (Islamic Rep. of),IRN,Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31201,2011,Mali,MLI,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,5,0,0,5
31749,2011,Djibouti,DJI,Ethiopia,ETH,0,8,5,16,0,0,29,5,12,0,24,0,0,41
33286,2011,Sri Lanka,LKA,Papua New Guinea,PNG,5,0,0,0,0,0,5,0,0,0,0,0,0,0
31058,2011,Iran (Islamic Rep. of),IRN,Belgium,BEL,0,0,0,0,0,109,109,0,0,0,0,0,238,238
33959,2011,Liberia,LBR,Uganda,UGA,0,0,0,0,0,0,0,0,0,0,5,0,0,5
31304,2011,Cuba,CUB,Canada,CAN,0,0,7,97,21,0,125,0,6,0,117,12,0,135
32370,2011,Sri Lanka,LKA,Iceland,ISL,0,5,0,0,0,0,5,0,0,0,0,0,0,0
33622,2011,Liberia,LBR,Eswatini,SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30739,2011,Mauritania,MRT,Angola,AGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32345,2011,Nepal,NPL,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34000,2011,Cameroon,CMR,Uruguay,URY,0,0,0,0,0,0,0,0,0,0,6,0,0,6
32116,2011,Equatorial Guinea,GNQ,Germany,DEU,0,0,0,10,0,0,10,0,0,0,9,5,0,14
33368,2011,Cameroon,CMR,Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32626,2011,Burundi,BDI,Japan,JPN,0,0,0,0,0,7,7,0,0,0,0,0,0,0
30972,2011,Morocco,MAR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33379,2011,Iraq,IRQ,Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32295,2011,Afghanistan,AFG,"China, Hong Kong SAR",HKG,0,0,0,0,0,0,0,0,0,0,7,0,0,7
32454,2011,Cote d'Ivoire,CIV,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33196,2011,Lao People's Dem. Rep.,LAO,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31965,2011,Bahrain,BHR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33491,2011,Cote d'Ivoire,CIV,Senegal,SEN,0,0,0,14,0,0,14,0,0,7,37,0,0,44
32751,2011,Iraq,IRQ,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32198,2011,Suriname,SUR,Germany,DEU,0,0,0,0,0,0,0,0,5,0,0,0,0,5
33771,2011,Georgia,GEO,Switzerland,CHE,0,9,0,23,0,5,37,0,5,5,27,0,6,43
33092,2011,Armenia,ARM,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33714,2011,Saudi Arabia,SAU,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30764,2011,Sudan,SDN,Egypt,EGY,311,690,517,2399,95,0,4012,344,815,611,4460,82,0,6312
33823,2011,Togo,TGO,Switzerland,CHE,6,9,0,28,0,283,326,6,5,0,19,0,310,340
32138,2011,Iraq,IRQ,Germany,DEU,1519,3099,2502,10918,990,0,19028,1576,3331,2813,21340,888,0,29948
34879,2012,Mauritius,MUS,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37569,2012,Andorra,AND,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35780,2012,Burundi,BDI,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37190,2012,Cameroon,CMR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36591,2012,Stateless,XXA,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37064,2012,Cuba,CUB,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36192,2012,Eritrea,ERI,Kenya,KEN,36,68,69,508,6,0,687,55,67,65,545,17,0,749
34633,2012,Cote d'Ivoire,CIV,Benin,BEN,5,17,8,63,5,0,98,13,10,10,70,0,0,103
35353,2012,Brazil,BRA,France,FRA,0,0,0,0,0,8,8,0,0,0,0,0,0,0
34599,2012,Morocco,MAR,Belgium,BEL,0,0,0,0,0,6,6,0,0,0,0,0,12,12
37250,2012,Poland,POL,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36802,2012,Bosnia and Herzegovina,BIH,Peru,PER,0,0,0,0,0,0,0,0,0,0,6,0,0,6
35911,2012,Russian Federation,RUS,Iceland,ISL,0,0,0,5,0,0,5,0,0,0,0,0,0,0
35990,2012,Guinea,GIN,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36347,2012,Iraq,IRQ,Rep. of Moldova,MDA,0,0,0,0,0,0,0,0,0,0,5,0,0,5
36629,2012,Somalia,SOM,Nigeria,NGA,0,0,0,9,0,0,9,0,0,0,7,5,0,12
35104,2012,Ukraine,UKR,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35475,2012,Togo,TGO,Gambia,GMB,0,0,0,5,0,0,5,0,6,0,10,0,0,16
34474,2012,Guinea,GIN,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37535,2012,Iraq,IRQ,Ukraine,UKR,0,0,0,0,0,15,15,0,0,0,0,0,62,62
34810,2012,Czechia,CZE,Canada,CAN,0,5,0,9,0,0,14,0,6,0,5,0,0,11
36999,2012,Ukraine,UKR,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36071,2012,Burundi,BDI,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34344,2012,Azerbaijan,AZE,Armenia,ARM,0,0,0,579,335,0,914,0,0,0,604,198,0,802
37262,2012,Slovakia,SVK,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34763,2012,Tunisia,TUN,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35977,2012,Cameroon,CMR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36672,2012,Kyrgyzstan,KGZ,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37238,2012,Morocco,MAR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36111,2012,Kuwait,KWT,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35216,2012,China,CHN,Ecuador,ECU,0,0,0,6,0,0,6,0,0,0,6,0,0,6
37113,2012,Egypt,EGY,Sudan,SDN,0,0,0,0,0,0,0,0,0,5,0,0,0,5
34886,2012,Nigeria,NGA,Canada,CAN,32,26,16,203,5,0,282,31,29,13,166,0,0,239
36928,2012,Liberia,LBR,Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37463,2012,Afghanistan,AFG,Turkey,TUR,118,291,312,872,10,0,1603,124,334,388,1048,20,0,1914
34971,2012,Somalia,SOM,China,CHN,0,0,9,14,0,0,23,0,0,5,20,0,0,25
34768,2012,Myanmar,MMR,Cambodia,KHM,0,0,0,6,0,0,6,0,5,0,10,0,0,15
37235,2012,Mali,MLI,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34495,2012,Montenegro,MNE,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36828,2012,Viet Nam,VNM,Philippines,PHL,0,5,0,0,0,0,5,0,0,0,0,0,0,0
37478,2012,Liberia,LBR,Turkey,TUR,0,5,0,0,0,0,5,0,0,0,0,0,0,0
37047,2012,Afghanistan,AFG,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34644,2012,Cameroon,CMR,Burkina Faso,BFA,0,0,0,0,0,0,0,0,0,0,9,0,0,9
35314,2012,Malawi,MWI,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34271,2012,Ethiopia,ETH,Egypt,EGY,21,30,15,448,0,0,514,18,35,22,274,0,0,349
36154,2012,Stateless,XXA,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35974,2012,Bulgaria,BGR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36563,2012,Nigeria,NGA,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34309,2012,Ethiopia,ETH,Argentina,ARG,0,0,0,0,0,0,0,0,0,0,5,0,0,5
37031,2012,Dem. Rep. of the Congo,COD,Senegal,SEN,0,0,0,5,0,0,5,0,0,0,15,0,0,15
36949,2012,Congo,COG,South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36319,2012,Russian Federation,RUS,Latvia,LVA,0,0,5,0,0,0,5,0,0,0,5,0,0,5
34322,2012,Sri Lanka,LKA,Argentina,ARG,0,0,0,0,0,0,0,0,0,0,9,0,0,9
37245,2012,Nigeria,NGA,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35730,2012,South Sudan,SSD,Germany,DEU,0,0,0,6,0,0,6,0,0,0,0,0,0,0
36232,2012,Uzbekistan,UZB,Rep. of Korea,KOR,0,0,0,8,0,0,8,0,0,0,0,0,0,0
36766,2012,Ethiopia,ETH,Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36760,2012,Zimbabwe,ZWE,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36545,2012,Liberia,LBR,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36471,2012,Syrian Arab Rep.,SYR,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34589,2012,Liberia,LBR,Belgium,BEL,0,0,0,0,0,16,16,0,0,0,0,0,6,6
37639,2012,Iraq,IRQ,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35667,2012,Iraq,IRQ,Germany,DEU,1570,3169,2492,11233,1101,0,19565,1643,3351,2796,21509,965,0,30264
34817,2012,Eritrea,ERI,Canada,CAN,9,5,8,50,5,0,77,6,5,6,55,5,0,77
37274,2012,Uzbekistan,UZB,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36825,2012,Pakistan,PAK,Philippines,PHL,0,0,0,0,0,0,0,0,0,0,7,0,0,7
35225,2012,Guinea,GIN,Ecuador,ECU,0,0,0,0,0,0,0,0,0,0,9,0,0,9
35191,2012,Rwanda,RWA,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34607,2012,Romania,ROU,Belgium,BEL,0,0,0,0,0,14,14,0,0,0,0,0,24,24
36614,2012,Congo,COG,Nigeria,NGA,5,0,0,0,0,0,5,0,0,0,0,0,0,0
36746,2012,Nepal,NPL,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37340,2012,Mali,MLI,Switzerland,CHE,0,0,0,0,0,9,9,0,0,0,0,0,0,0
35983,2012,Estonia,EST,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34871,2012,Mexico,MEX,Canada,CAN,23,49,26,213,0,0,311,22,36,33,166,0,0,257
37323,2012,Iran (Islamic Rep. of),IRN,Switzerland,CHE,5,7,5,48,5,461,531,5,6,6,70,6,732,825
36338,2012,Bosnia and Herzegovina,BIH,North Macedonia,MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36188,2012,Egypt,EGY,Kenya,KEN,0,0,0,5,0,0,5,0,0,0,0,0,0,0
36600,2012,Rwanda,RWA,Niger,NER,0,6,0,5,0,0,11,0,5,0,11,0,0,16
36123,2012,Morocco,MAR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35657,2012,Guatemala,GTM,Germany,DEU,0,0,0,0,0,0,0,0,0,0,6,0,0,6
37356,2012,Senegal,SEN,Switzerland,CHE,0,0,0,5,0,0,5,0,0,0,0,0,5,5
35094,2012,Nigeria,NGA,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36516,2012,Colombia,COL,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35227,2012,Iran (Islamic Rep. of),IRN,Ecuador,ECU,0,0,0,9,0,0,9,0,0,0,17,0,0,17
37708,2012,Slovenia,SVN,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40397,2013,Colombia,COL,Peru,PER,5,11,39,116,0,0,171,6,35,36,188,0,0,265
40013,2013,Sri Lanka,LKA,Malaysia,MYS,46,75,46,332,27,0,526,42,71,27,1124,20,0,1284
37956,2013,Dem. People's Rep. of Korea,PRK,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37925,2013,Chad,TCD,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41068,2013,Egypt,EGY,Turkey,TUR,0,5,6,0,0,0,11,0,0,0,6,0,0,6
40883,2013,Yemen,YEM,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38039,2013,Cote d'Ivoire,CIV,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38629,2013,Nigeria,NGA,Costa Rica,CRI,0,0,0,5,0,0,5,0,0,0,23,0,0,23
41087,2013,Pakistan,PAK,Turkey,TUR,0,0,0,7,0,0,7,0,0,5,14,0,0,19
40805,2013,Ecuador,ECU,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38785,2013,Albania,ALB,Ecuador,ECU,0,0,0,6,0,0,6,0,0,0,0,0,0,0
39731,2013,Eritrea,ERI,Jordan,JOR,0,0,0,0,0,0,0,0,0,0,9,0,0,9
39814,2013,Jordan,JOR,Kuwait,KWT,0,0,0,5,0,0,5,0,0,0,0,0,0,0
38151,2013,Lebanon,LBN,Belgium,BEL,0,0,0,0,0,20,20,0,0,0,0,0,46,46
40349,2013,Sudan,SDN,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40395,2013,Bolivia (Plurinational State of),BOL,Peru,PER,0,0,0,0,0,0,0,0,0,0,7,0,0,7
41141,2013,Kazakhstan,KAZ,Ukraine,UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40087,2013,Bhutan,BTN,Nepal,NPL,1487,1892,1701,8732,1126,0,14938,1474,1999,1900,9235,1431,0,16039
38487,2013,Turkmenistan,TKM,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38328,2013,Tunisia,TUN,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41257,2013,Liberia,LBR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38166,2013,Peru,PER,Belgium,BEL,0,0,0,0,0,5,5,0,0,0,0,0,0,0
39408,2013,Colombia,COL,Honduras,HND,0,0,0,5,0,0,5,0,0,0,0,0,0,0
40733,2013,China,CHN,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38411,2013,Jamaica,JAM,Canada,CAN,5,6,10,41,0,0,62,0,10,9,41,0,0,60
40321,2013,Cuba,CUB,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40354,2013,Stateless,XXA,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39039,2013,Sao Tome and Principe,STP,Gabon,GAB,0,0,6,8,0,0,14,0,0,0,12,5,0,17
40491,2013,Iraq,IRQ,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38948,2013,Ethiopia,ETH,France,FRA,0,0,0,0,0,329,329,0,0,0,0,0,269,269
39242,2013,Dem. People's Rep. of Korea,PRK,Germany,DEU,0,0,0,53,0,0,53,0,0,0,59,0,0,59
38673,2013,Ukraine,UKR,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39640,2013,Bahrain,BHR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40272,2013,Libya,LBY,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40089,2013,Iran (Islamic Rep. of),IRN,Nepal,NPL,0,0,0,0,0,0,0,0,0,0,5,0,0,5
38789,2013,Chile,CHL,Ecuador,ECU,0,0,0,5,0,0,5,0,0,0,0,0,0,0
38630,2013,Panama,PAN,Costa Rica,CRI,0,0,0,8,0,0,8,0,0,0,10,0,0,10
38220,2013,Georgia,GEO,Belarus,BLR,0,0,0,44,5,0,49,0,0,0,41,0,0,41
38591,2013,Uganda,UGA,Dem. Rep. of the Congo,COD,275,433,222,585,66,0,1581,297,461,242,100,5,0,1105
41383,2013,Congo,COG,Zimbabwe,ZWE,0,0,0,5,0,0,5,0,5,0,5,0,0,10
40100,2013,Egypt,EGY,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38451,2013,Oman,OMN,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40265,2013,Jordan,JOR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37799,2013,Dem. Rep. of the Congo,COD,Algeria,DZA,0,5,0,12,0,0,17,7,7,0,12,0,0,26
39876,2013,Iraq,IRQ,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,5,0,0,5
41296,2013,Qatar,QAT,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40944,2013,Mongolia,MNG,Switzerland,CHE,0,0,9,31,0,0,40,6,5,0,11,0,0,22
41225,2013,United Kingdom of Great Britain and Northern Ireland,GBR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40189,2013,Ukraine,UKR,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38878,2013,Kyrgyzstan,KGZ,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39551,2013,Ethiopia,ETH,Ireland,IRL,0,0,5,5,0,0,10,0,0,0,19,0,0,19
40398,2013,Cuba,CUB,Peru,PER,0,5,190,28,0,0,223,0,8,36,213,0,0,257
38038,2013,Croatia,HRV,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40878,2013,Uganda,UGA,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39859,2013,Armenia,ARM,Liechtenstein,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39001,2013,South Africa,ZAF,France,FRA,0,0,0,0,0,5,5,0,0,0,0,0,18,18
39069,2013,Canada,CAN,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38568,2013,Togo,TGO,Cameroon,CMR,0,0,0,5,0,0,5,0,5,0,0,0,0,5
38685,2013,China,CHN,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41308,2013,Somalia,SOM,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37875,2013,Haiti,HTI,Argentina,ARG,0,5,0,22,0,0,27,0,0,0,30,5,0,35
39283,2013,Somalia,SOM,Germany,DEU,145,202,161,831,55,0,1394,132,196,167,1570,53,0,2118
38893,2013,Russian Federation,RUS,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40686,2013,Mauritania,MRT,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39703,2013,Rwanda,RWA,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39465,2013,Stateless,XXA,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41251,2013,Kenya,KEN,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39331,2013,Senegal,SEN,Guinea-Bissau,GNB,562,1003,547,2139,315,0,4566,550,1058,591,1446,234,0,3879
40410,2013,Syrian Arab Rep.,SYR,Peru,PER,0,0,0,0,0,0,0,0,0,0,5,0,0,5
38836,2013,Eritrea,ERI,Ethiopia,ETH,3547,5248,3090,16673,589,0,29147,3932,5696,4254,40472,876,0,55230
39057,2013,Bahrain,BHR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39067,2013,Bosnia and Herzegovina,BIH,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38869,2013,Honduras,HND,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38759,2013,Nepal,NPL,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39087,2013,Georgia,GEO,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38267,2013,Guinea,GIN,Brazil,BRA,0,0,0,0,0,0,0,0,0,0,9,0,0,9
38439,2013,Morocco,MAR,Canada,CAN,0,0,0,11,0,0,11,0,0,0,12,0,0,12
40640,2013,Dem. Rep. of the Congo,COD,Somalia,SOM,0,0,0,0,0,0,0,5,0,0,0,0,0,5
40260,2013,Cote d'Ivoire,CIV,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38412,2013,Jordan,JOR,Canada,CAN,0,0,6,13,0,0,19,0,0,8,19,0,0,27
40620,2013,Croatia,HRV,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,258,1153,11612,9498,0,22521,0,264,1090,12950,4937,0,19241
37957,2013,Kuwait,KWT,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
