year,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,country_origin,country_origin(ISO),region,continent,location,total_deaths,total_affected,geo_locations
2001,Natural,Hydrological,Flood,Riverine flood,Algeria,DZA,Northern Africa,Africa,"Bab el oued, Oued Koriche, Bologhine, Rais Hamidou, Bains Romains, Ain Benian, Bouzareah, Dely Brahim, El Biar, Casbah, Alger districts (Alger province), Djinet, Zemmouri districts (Boumerdes province), El Marsa, Moussadek, Heranfa, Tenes, Sidi Abderrahmane, Dahra, Talassa, Bouzghaia, Taougrit, Tadjena, Breira, Oued Goussine, Sidi Akkache, Zeboudja, Abou El Hassan districts (Chlef province), El Mamounia, Ain Fares, El Goumri, Bouhnifia, El Gaada, Bouhani, Sidi Abdeldjabar, Oued El Abtal, Gherrous, Sidi Abdelmoumen, Ain Frass districts (Mascara province), Sidi Bellater, Mostaganem, Ain Nouissi, Forkala, El Hassaine, Ain Boudinar, Kheireddine, Seyada, Sidi Lakhdar, Achacha, Sour districts (Mostaganen province), Sidi Chahmi, Azrew, Gdyel, Bettioua, Mers El Hadjadj, Oued Tlilat, El Braya, Ain Turk, El Ancer, Mers El Kebir districts (Oran province), Hamri, Sidi Khettab, Bellasel, Ouarizane, Ouled Sidi Mihoub,El Matmar districts (Relizane province), Saida, Ain Hadjer, El Hassasna, Oued Khaled, Ain Skhouna districts (Saida province), Sidi Ghiles, Damous, Aghbal, Beni Melik districts (Tipaza province), Tigzirt, Azzefoun, Mezrana, Akkerou, Iflicen, Ait Chaffa, Aghrib districts (Tizi Ouzou province), Tlemcen, Sebdou, El Ghazaouet, Sidi Djilali, Beni Senous, Terni, Ben Sekrane, Maghnia, Ain Ghouraba, Ain Tounane-Souahlia, Ain Talout districts (Tlemcen province), Ain-Defla province",921.0,45423.0,"Ain-Defla (Adm1). Abou El Hassen, Achaacha, Aghbal, Aghrib, Ain Benian, Ain Boudinar, Ain El Hadjar, Ain Fares, Ain Frass, Ain Ghoraba, Ain Nouissi, Ain Skhouna, Ain Tallout, Ain Turk, Ait Chaffaa, Akerrou, Alger, Arzew, Azeffoun, Bab El Oued, Bains Romains, Belaassel Bouzegza, Beni Milleuk, Beni Snous, Bensekrane, Bethioua, Bologhine Ibn Ziri, Bouhanifia, Bouhenni, Bouzareah, Bouzeghaia, Breira, Casbah, Dahra, Damous, Dely Brahim, Djinet, El Ancor, El Biar, El Braya, El Gaada, El Ghomri, El Hamri, El Hassasna, El Hessiane, El Mamounia, El Marsa, El Matmar, Fornaka, Gdyel, Gharrous, Ghazaouet, Herenfa, Iflissen, Kheir Eddine, Maghnia, Marsat El Hadjadj, Mers El Kebir, Mizrana, Mostaganem, Moussadek, Ouarizane, Oued El Abtal, Oued Ghoussine, Oued Koriche, Oued Tlelat, Ouled Khaled, Ouled Sidi Mihoub, Rais Hamidou, Saida, Sayada, Sebdou, Sidi Abdeldjabar, Sidi Abdelmoumene, Sidi Abderrahmane, Sidi Akkacha, Sidi Belattar, Sidi Chami, Sidi Djillali, Sidi Ghiles, Sidi Khettab, Sidi Lakhdar, Souahlia, Sour, Tadjena, Talassa, Taougrite, Tenes, Terni Beni Hediel, Tigzirt, Tlemcen, Zeboudja, Zemmouri (Adm2)."
2001,Natural,Hydrological,Flood,Riverine flood,Indonesia,IDN,South-Eastern Asia,Asia,"Nias, Nias Selatan districts (Sumatera Utara province)",257.0,3694.0,"Nias, Nias Selatan (Adm2)."
2001,Natural,Hydrological,Flood,Riverine flood,Indonesia,IDN,South-Eastern Asia,Asia,"Kota Medan, Langkat, Simalungun, Kota Tebingtinggi, Deli Serdang districts (Sumatera Utara province), Gowa district (Sulawesi Selatan province)",15.0,2000.0,"Deli Serdang, Gowa, Kota Medan, Kota Tebingtinggi, Langkat, Simalungun (Adm2)."
2001,Natural,Hydrological,Landslide,Landslide,China,CHN,Eastern Asia,Asia,", Caohezhang village (Benxi Shi area, Benxi district, Liaoning Sheng province), Yingkou Shi area (Name Unknown district, Liaoning Sheng province)",34.0,308.0,"Benxi, Name Unknown (Adm2)."
2001,Natural,Climatological,Drought,Drought,Guatemala,GTM,Central America,Americas,Chiquimula province,41.0,113596.0,Chiquimula (Adm1).
2001,Natural,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Yongsheng area (Lijiang district, Yunnan Sheng province)",1.0,17220.0,Lijiang (Adm2).
2001,Natural,Hydrological,Flood,Riverine flood,China,CHN,Eastern Asia,Asia,"Guangzhou, Maoming, Shanwei, Shenzhen, Yangjiang, Yunfu districts (Guangdong Sheng province), Hubei Sheng, Hunan Sheng provinces",29.0,1760000.0,"Hubei Sheng, Hunan Sheng (Adm1). Guangzhou, Maoming, Shanwei, Shenzhen, Yangjiang, Yunfu (Adm2)."
2001,Natural,Hydrological,Flood,Riverine flood,China,CHN,Eastern Asia,Asia,"Funing Xiang area (Wenshan Zhuang and Miao district, Yunnan Sheng province)",35.0,2702.0,Wenshan Zhuang and Miao (Adm2).
2001,Natural,Hydrological,Flood,Riverine flood,China,CHN,Eastern Asia,Asia,"Mawu, Suolong villages (Min Xian area, Dingxi district, Gansu Sheng province)",46.0,17.0,Dingxi (Adm2).
2001,Natural,Hydrological,Flood,Riverine flood,China,CHN,Eastern Asia,Asia,Guangxi Zhuangzu Zizhiqu province,66.0,3110.0,Guangxi Zhuangzu Zizhiqu (Adm1).
2001,Natural,Hydrological,Flood,Riverine flood,China,CHN,Eastern Asia,Asia,"Suining Xian area (Shaoyang district, Hunan Sheng province)",166.0,300000.0,Shaoyang (Adm2).
2001,Natural,Hydrological,Landslide,Landslide,China,CHN,Eastern Asia,Asia,Kunming district (Yunnan Sheng province),19.0,10307.0,Kunming (Adm2).
2001,Natural,Hydrological,Landslide,Landslide,China,CHN,Eastern Asia,Asia,"Mingshan Xian area (Ya'an district, Sichuan Sheng province)",11.0,1000.0,Ya'an (Adm2).
2001,Natural,Hydrological,Landslide,Landslide,China,CHN,Eastern Asia,Asia,"Yongsheng Xian area(Lijiang district, Yunnan Sheng province)",14.0,10018.0,Lijiang (Adm2).
2001,Natural,Meteorological,Storm,Tropical cyclone,China,CHN,Eastern Asia,Asia,"Fujian Sheng, Zhejiang Sheng provinces",125.0,3108000.0,"Fujian Sheng, Zhejiang Sheng (Adm1)."
2001,Natural,Meteorological,Storm,Tropical cyclone,China,CHN,Eastern Asia,Asia,"Hepu Xian area (Beihai district, Guangxi Zhuangzu Zizhiqu province), Shangsi Xian, Fangchenggang Shi areas (Fangchenggang district, Guangxi Zhuangzu Zizhiqu province), Ningming Xian, Long'an Xian, Heng Xian areas (Chongzuo district, Guangxi Zhuangzu Zizhiqu province), Tianyang Xian, Tiandong Xian, Pingguo Xian, Baise Shi areas (Baise district, Guangxi Zhuangzu Zizhiqu province), Nanning district (Guangxi Zhuangzu Zizhiqu province), Zhanjiang, Yangjiang, Maoming, Jiangmen, Yunfu, Zhaoqing, Shanwei, Shantou, Jieyang, Chaozhou, Meizhou, Huizhou, Dongguan districts (Guangdong Sheng province)",33.0,14998298.0,"Baise, Beihai, Chaozhou, Chongzuo, Dongguan, Fangchenggang, Huizhou, Jiangmen, Jieyang, Maoming, Meizhou, Nanning, Shantou, Shanwei, Yangjiang, Yunfu, Zhanjiang, Zhaoqing (Adm2)."
2001,Natural,Meteorological,Storm,Convective storm,Colombia,COL,South America,Americas,"Barranquilla (dist.port.), Soledad districts (Atlantico province)",5.0,7700.0,"Barranquilla (dist.port., Soledad (Adm2)."
2001,Natural,Hydrological,Landslide,Landslide,Colombia,COL,South America,Americas,Filadelfia district (Caldas province),80.0,32.0,Filadelfia (Adm2).
2001,Natural,Meteorological,Storm,Tropical cyclone,Cuba,CUB,Caribbean,Americas,"Matanzas, Cienfuegos, Villa Clara, Sancti Spiritus, Isla de la Juventud, Pinar del Rio, Ciudad De La Habana, Ciego de Avila provinces",5.0,5900012.0,"Ciego De Avila, Cienfuegos, Ciudad De La Habana, Isla De La Juventud, Matanzas, Pinar Del Rio, Sancti Spiritus, Villa Clara (Adm1)."
2001,Natural,Hydrological,Flood,Flash flood,Ecuador,ECU,South America,Americas,"Chone, Portoviejo districts (Manabi province)",11.0,1200.0,"Chone, Portoviejo (Adm2)."
2001,Natural,Hydrological,Flood,Riverine flood,Ecuador,ECU,South America,Americas,"Zamora Chinchipe, Napo, Pastaza, Morona Santiago, Orellana provinces",47.0,8330.0,"Morona Santiago, Napo, Orellana, Pastaza, Zamora Chinchipe (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,Ethiopia,ETH,Eastern Africa,Africa,"Dubti, Asaita areas (Zone 1 district, Afar province)",5.0,31000.0,Zone 1 (Adm2).
2001,Natural,Meteorological,Storm,Convective storm,France,FRA,Western Europe,Europe,"Strasbourg city (Bas-Rhin district, Alsace province)",12.0,85.0,Bas-Rhin (Adm2).
2001,Natural,Meteorological,Storm,Convective storm,France,FRA,Western Europe,Europe,"Villeneuve-les-Maguelone city (Hérault district, Languedoc-Rousillon province), Loriol city (Haute-Loire district, Auvergne province)",2.0,335.0,"Haute-Loire, Herault (Adm2)."
2001,Natural,Hydrological,Flood,Riverine flood,France,FRA,Western Europe,Europe,"Calvados district (Basse-Normandie province), Seine-Maritime, Eure districts (Haute-Normandie province), Meuse district (Lorraine province), Haute-Marne district (Champagne-Ardenne province), Rhone district (Rhone-Alpes province), Doubs district (Franche-Comte province), Oise district (Picardie province), Finistère, lle-et-Vilaine districts (Bretagne province) ; Mâcon, Chalon-sur-Saône cities (Saone-et-Loire district, Bourgogne province), Nantes city (Loire-Atlantique district, Pays-de-la-Loire province), Montbazon (Indre-et-Loire district, Centre province)",3.0,8100.0,"Calvados, Doubs, Eure, Finistere, Haute-Marne, Ille-et-Vilaine, Indre-et-Loire, Loire-Atlantique, Meuse, Oise, Rhone, Saone-et-Loire, Seine-Maritime (Adm2)."
2001,Natural,Hydrological,Flood,Riverine flood,Ghana,GHA,Western Africa,Africa,"Accra, Nsawam, Adoagyr, Zongo, Odaw boroughs (Accra Metropolis district, Greater Accra province)",12.0,144025.0,Accra Metropolis (Adm2).
2001,Natural,Hydrological,Flood,Riverine flood,Guinea,GIN,Western Africa,Africa,Kankan province,9.0,220000.0,Kankan (Adm1).
2001,Natural,Meteorological,Storm,Tropical cyclone,Guatemala,GTM,Central America,Americas,"Peten, Zacapa, Quetzaltenango provinces",8.0,6446.0,"Petén, Quetzaltenango, Zacapa (Adm1)."
2001,Natural,Meteorological,Storm,Tropical cyclone,Honduras,HND,Central America,Americas,"Colon, Atlantida, Yoro, Cortes, Gracias A Dios, Islas De Bahia provinces",21.0,86321.0,"Atlantida, Colon, Cortes, Gracias A Dios, Islas De Bahia, Yoro (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,Haiti,HTI,Caribbean,Americas,Artibonite province,26.0,5081.0,Artibonite (Adm1).
2001,Natural,Hydrological,Flood,Flash flood,India,IND,Southern Asia,Asia,"Saran, Gopalganj, Purba Champaran, Madhubani districts (Bihar province), Uttar Pradesh province",48.0,2800000.0,"Uttar Pradesh (Adm1). Gopalganj, Madhubani, Purba Champaran, Saran (Adm2)."
2001,Natural,Hydrological,Flood,Riverine flood,India,IND,Southern Asia,Asia,"Silchar city (Cachar district, Assam province), Patharkandi village (Karimganj district, Assam province), West Tripura district (Tripura province)",5.0,700000.0,"Cachar, Karimganj, West Tripura (Adm2)."
2001,Natural,Hydrological,Flood,Riverine flood,India,IND,Southern Asia,Asia,"Marshagal, Mahakalpada villages (Kendrapara district, Orissa province), Kakatpur, Astaranga, Kanas, Delanga villages (Puri district, Orissa province), Banki, Kantapada villages (Cuttack district, Orissa province), Balipatna villages (Khordha district, Orissa province), Atharmalik villages (Angul district, Orissa province), Jajpur, Jagatsinghpur, Kalahandi, Koraput, Bolangir, Nayagarh, Baleshwar, Bhadrak districts (Orissa province), Dhamtari, Raipur, Mahasamund, Janjgir-Champa, Raigarh districts (Chhattisgarh province)",100.0,9670000.0,"Angul, Baleshwar, Bhadrak, Bolangir, Cuttack, Dhamtari, Jagatsinghpur, Jajpur, Janjgir-Champa, Kalahandi, Kendrapara, Khordha, Koraput, Mahasamund, Nayagarh, Puri, Raigarh, Raipur (Adm2)."
2001,Natural,Hydrological,Flood,Riverine flood,India,IND,Southern Asia,Asia,"Idukki, Kottayam, Pattanamtitta, Kollam, Alappuzha districts (Kerala province)",86.0,40000.0,"Alappuzha, Idukki, Kollam, Kottayam, Pattanamtitta (Adm2)."
2001,Natural,Meteorological,Storm,Tropical cyclone,India,IND,Southern Asia,Asia,Andhra Pradesh province,78.0,27000.0,Andhra Pradesh (Adm1).
2001,Natural,Hydrological,Flood,Flash flood,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Bojnord district (Khorasan province),32.0,1300.0,Bojnord (Adm2).
2001,Natural,Hydrological,Flood,Flash flood,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Golestan, Khorasan, Semnan provinces",412.0,1200200.0,"Golestan, Khorasan, Semnan (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Meshkinshahr district (Ardebil province), Siyah Cheshmeh district (West Azarbayejan province)",32.0,1034.0,"Meshkinshahr, Siyah Cheshmeh (Adm2)."
2001,Natural,Meteorological,Storm,Tropical cyclone,Jamaica,JAM,Caribbean,Americas,"Clarendon, Hanover, Manchester, Portland, Saint Andrew And Kingston, Saint Ann, Saint Catherine, Saint Elizabeth, Saint James, Saint Mary, Saint Thomas, Trelawny, Westmoreland provinces",1.0,200.0,"Clarendon, Hanover, Manchester, Portland, Saint Andrew And Kingston, Saint Ann, Saint Catherine, Saint Elizabeth, Saint James, Saint Mary, Saint Thomas, Trelawny, Westmoreland (Adm1)."
2001,Natural,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Hirosima, Ehime provinces",2.0,11261.0,"Ehime, Hirosima (Adm1)."
2001,Natural,Meteorological,Storm,Tropical cyclone,Japan,JPN,Eastern Asia,Asia,"Siga, Aiti, Oosaka, Ehime, Mie provinces",9.0,7040.0,"Aiti, Ehime, Mie, Oosaka, Siga (Adm1)."
2001,Natural,Meteorological,Storm,Tropical cyclone,Japan,JPN,Eastern Asia,Asia,Tookyoo province,7.0,1215.0,Tookyoo (Adm1).
2001,Natural,Hydrological,Flood,Riverine flood,Cambodia,KHM,South-Eastern Asia,Asia,"Stung Treng, Kratie, Kampong Cham provinces",56.0,1669182.0,"Kampong Cham, Kratie, Stung Treng (Adm1)."
2001,Natural,Hydrological,Flood,Flash flood,Korea (the Republic of),KOR,Eastern Asia,Asia,"Anyang city (Kyonggi-do province), Seoul province",62.0,295000.0,"Kyonggi-do, Seoul (Adm1)."
2001,Natural,Hydrological,Flood,Flash flood,Korea (the Republic of),KOR,Eastern Asia,Asia,"Seoul, Kyonggi-do provinces",8.0,15000.0,"Kyonggi-do, Seoul (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,Morocco,MAR,Northern Africa,Africa,"Settat district (Chaouia - Ouardigha province), Essaouira district (Marrakech - Tensift - Al Haouz province)",15.0,300.0,"Essaouira, Settat (Adm2)."
2001,Natural,Meteorological,Storm,Tropical cyclone,Mexico,MEX,Central America,Americas,Baja California Sur province,3.0,3800.0,Baja California Sur (Adm1).
2001,Natural,Hydrological,Flood,Riverine flood,Mali,MLI,Western Africa,Africa,"Sikasso, Kidal, Mopti, Koulikoro, Bamako, Segou provinces",2.0,3500.0,"Bamako, Kidal, Koulikoro, Mopti, Segou, Sikasso (Adm1)."
2001,Natural,Hydrological,Flood,Riverine flood,Myanmar,MMR,South-Eastern Asia,Asia,"Meikthila, Wundwin, Mahlaing areas (Meikthila district, Mandaly province)",51.0,3750.0,Meikthila (Adm2).
2001,Natural,Meteorological,Storm,Convective storm,Mongolia,MNG,Eastern Asia,Asia,"Xo'vsgol, Arxangai, Bulgan, Xovd, Su'xbaatar, Xentii, Bayan-O'lgii, Govi-Altai, Govisu'mber, Dornogovi, O'mnogovi provinces",16.0,175000.0,"Arxangai, Bayan-O'lgii, Bulgan, Dornogovi, Govi-Altai, Govisu'mber, O'mnogovi, Su'xbaatar, Xentii, Xo'vsgol, Xovd (Adm1)."
2001,Natural,Climatological,Drought,Drought,Mozambique,MOZ,Eastern Africa,Africa,"Maputo, Gaza, Inhambane, Sofala, Tete, Zambezia provinces",9.0,600000.0,"Gaza, Inhambane, Maputo, Sofala, Tete, Zambezia (Adm1)."
2002,Natural,Hydrological,Flood,Riverine flood,Ecuador,ECU,South America,Americas,"Guayaquil, Duran districts (Guayas province), Huaquillas district (El Oro province), Portoviejo, Manta, Montecristi, Sucre, San Vicente districts (Manabi province), Pichincha, Bolivar, Canar, Esmeraldas, Los Rios provinces",31.0,54113.0,"Bolivar, Canar, Esmeraldas, Los Rios, Pichincha (Adm1). Duran, Guayaquil, Huaquillas, Manta, Montecristi, Portoviejo, San Vicente, Sucre (Adm2)."
2002,Natural,Geophysical,Earthquake,Tsunami,Indonesia,IDN,South-Eastern Asia,Asia,"Manokwari, Ransiki, Oransbari, Prafi, Anggi, Warmare villages (Manokwari district, Papua Barat province), Bintuni village (Telukbintuni district, Papua Barat province), Windesi, Wasior villages (Telukwondama district, Papua Barat province)",8.0,9082.0,"Manokwari, Telukbintuni, Telukwondama (Adm2)."
2002,Natural,Hydrological,Flood,Flash flood,China,CHN,Eastern Asia,Asia,"Foping Xian, Yang Xian, Ningshan Xian, Chang'an Xian, Hubei Sheng, Chongqing Shi, Guizhou Sheng, Fujian Sheng, Jiangxi Sheng, Hunan Sheng, Guangxi Zhuangzu Zizhiqu, Yunnan Sheng provinces, Suining Shi area (Suining district, Sichuan Sheng province), Shiquan Xian areas (Ankang district, Shaanxi Sheng province), Xi'an Shi areas (Xi'an district, Shaanxi Sheng province), Nanchong Shi area (Nanchong district, Sichuan Sheng province), Hanzhong Shi areas (Hanzhong district, Shaanxi Sheng province)",793.0,80035257.0,"Chongqing Shi, Fujian Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Jiangxi Sheng, Yunnan Sheng (Adm1). Ankang, Hanzhong, Nanchong, Suining, Xi'an (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,China,CHN,Eastern Asia,Asia,"Xinping Xian area (Yuxi district, Yunnan Sheng province)",178.0,999311.0,Yuxi (Adm2).
2002,Natural,Hydrological,Flood,Riverine flood,Colombia,COL,South America,Americas,"Antioquia, Bolivar, Cesar, Cundinamarca, Choco, Santander, Casanare, Tolima provinces",28.0,73013.0,"Antioquia, Bolivar, Casanare, Cesar, Choco, Cundinamarca, Santander, Tolima (Adm1)."
2002,Natural,Hydrological,Flood,Flash flood,Spain,ESP,Southern Europe,Europe,Santa Cruz de Tenerife district (Canarias province),6.0,50.0,Santa Cruz de Tenerife (Adm2).
2002,Natural,Geophysical,Earthquake,Ground movement,Georgia,GEO,Western Asia,Asia,Tbilissi district (Tbilisi province),6.0,19156.0,Tbilissi (Adm2).
2002,Natural,Hydrological,Flood,Flash flood,Haiti,HTI,Caribbean,Americas,"L'Asile village (Anse-A-Veau district, Nippes province), Cap Tiburon village (Chardonnieres district, Sud province), Port-Salut, Cayes districts (Sud province), Grande Anse province",31.0,38339.0,"Grande Anse (Adm1). Anse-A-Veau, Cayes, Chardonnieres, Port-Salut (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Indonesia,IDN,South-Eastern Asia,Asia,"Dempo Utara area (Kota Pagaralam district, Sumatra Selatan province)",21.0,40.0,Kota Pagaralam (Adm2).
2002,Natural,Geophysical,Earthquake,Ground movement,Italy,ITA,Southern Europe,Europe,"San Guliano di Puglia town (Campobasso province, Molise region)",30.0,8533.0,Campobasso (Adm2).
2002,Natural,Hydrological,Flood,Riverine flood,Italy,ITA,Southern Europe,Europe,"Trentino-alto Adige province, Genova district (Liguria province), Milano, Mantova, Como, Varese districts (Lombardia province), Torino, Biella, Verbania districts (Piemonte province), Venezia district (Veneto province), Trieste, Pordedone districts (Friuli-venezia Giulia province), Bologna district (Emilia-romagna province).",2.0,10000.0,"Trentino-alto Adige (Adm1). Biella, Bologna, Como, Genova, Mantova, Milano, Pordenone, Torino, Trieste, Varese, Venezia, Verbania (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Jamaica,JAM,Caribbean,Americas,"Manchester, Saint Andrew And Kingston, Clarendon, Saint Catherine, Saint Thomas, Saint Ann, Portland, Saint Elizabeth provinces",9.0,25000.0,"Clarendon, Manchester, Portland, Saint Andrew And Kingston, Saint Ann, Saint Catherine, Saint Elizabeth, Saint Thomas (Adm1)."
2002,Natural,Hydrological,Flood,Riverine flood,Kenya,KEN,Eastern Africa,Africa,"Migori, Kisumu, Nyando, Rachuonyo districts (Nyanza province), Kirinyaga, Muranga, Thika districts (Central province), Busia districts (Western province), Ijara district (North Eastern province)",53.0,150008.0,"Busia, Ijara, Kirinyaga, Kisumu, Meru Central, Meru North, Meru South, Migori, Muranga, Nyando, Rachuonyo, Thika (Adm2)."
2002,Natural,Hydrological,Flood,Riverine flood,Korea (the Republic of),KOR,Eastern Asia,Asia,Seoul province,21.0,4007.0,Seoul (Adm1).
2002,Natural,Meteorological,Storm,Tropical cyclone,Korea (the Republic of),KOR,Eastern Asia,Asia,"Kyongsangbuk-do, Kyongsangnam-do, Chungchongbuk-do, Chungchongnam-do, Kang-won-do, Cheju-do provinces",184.0,88625.0,"Cheju-do, Chungchongbuk-do, Chungchongnam-do, Kang-won-do, Kyongsangbuk-do, Kyongsangnam-do (Adm1)."
2002,Natural,Geophysical,Earthquake,Ground movement,India,IND,Southern Asia,Asia,Andaman Islands district (Andaman and Nicobar province),2.0,200.0,Andaman Islands (Adm2).
2002,Natural,Meteorological,Storm,Tropical cyclone,Haiti,HTI,Caribbean,Americas,"Grande Anse, Centre, Sud, Nippes, Ouest, Artibonite, Nord Ouest, Nord, Nord Est, Sud Est provinces",4.0,250.0,"Artibonite, Centre, Grande Anse, Nippes, Nord, Nord Est, Nord Ouest, Ouest, Sud, Sud Est (Adm1)."
2002,Natural,Meteorological,Storm,Tropical cyclone,Jamaica,JAM,Caribbean,Americas,"Saint Thomas, Saint Andrew And Kingston, Saint Elizabeth, Clarendon, Westmoreland provinces",4.0,1500.0,"Clarendon, Saint Andrew And Kingston, Saint Elizabeth, Saint Thomas, Westmoreland (Adm1)."
2002,Natural,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Yumen Shi (Jiuquan district, Gansu Sheng province)",2.0,65500.0,Jiuquan (Adm2).
2002,Natural,Hydrological,Flood,Coastal flood,China,CHN,Eastern Asia,Asia,"Shaoguan, Meizhou, Qingyuan districts (Guangdong Sheng province), Gansu Sheng provinces",61.0,15.0,"Gansu Sheng (Adm1). Meizhou, Qingyuan, Shaoguan (Adm2)."
